symbol,date,bias,confidence,kz_correct,ext_correct,kz_pct,ext_pct
NZDUSD,2024-07-11,Bearish,8,False,False,0.6186,0.4279
NZDUSD,2024-07-15,Bearish,8,False,True,0.0488,-0.0183
NZDUSD,2024-07-16,Bearish,8,True,True,-0.3387,-0.3809
NZDUSD,2024-07-17,Bearish,8,True,True,-0.073,-0.3158
NZDUSD,2024-07-18,Bearish,8,True,True,-0.0425,-0.1698
NZDUSD,2024-07-22,Bearish,8,True,True,-0.3767,-0.4303
NZDUSD,2024-07-23,Bearish,8,True,True,-0.1668,-0.1192
NZDUSD,2024-07-24,Bearish,8,False,False,0.0832,0.2081
NZDUSD,2024-07-29,Bearish,8,True,True,-0.2758,-0.1938
NZDUSD,2024-07-30,Bearish,8,False,False,0.0472,0.0826
NZDUSD,2024-07-31,Bearish,7,False,False,0.5057,0.4878
NZDUSD,2024-08-01,Bearish,7,False,False,0.5197,0.322
NZDUSD,2024-08-05,Bearish,7,False,True,0.28,-0.1898
NZDUSD,2024-08-06,Bearish,7,False,False,0.2732,0.494
NZDUSD,2024-08-07,Bearish,7,True,True,-0.1804,-0.1864
NZDUSD,2024-08-12,Bullish,4,False,False,-0.0904,-0.1144
NZDUSD,2024-08-13,Bullish,4,True,True,0.4122,0.3757
NZDUSD,2024-08-15,Bearish,7,True,True,-0.2338,-0.042
NZDUSD,2024-08-19,Bullish,4,True,True,0.152,0.3901
NZDUSD,2024-08-20,Bullish,4,True,True,0.0307,0.0369
NZDUSD,2024-08-21,Bullish,4,True,True,0.0553,0.3143
NZDUSD,2024-08-22,Bullish,4,False,False,-0.2579,-0.2395
NZDUSD,2024-08-26,Bullish,4,False,False,-0.0372,-0.0745
NZDUSD,2024-08-27,Bullish,4,True,True,0.0125,0.1497
NZDUSD,2024-08-28,Bullish,4,False,False,-0.1434,-0.0187
NZDUSD,2024-08-29,Bullish,4,False,False,-0.3317,-0.1943
NZDUSD,2024-09-02,Bullish,4,True,True,0.0187,0.0623
NZDUSD,2024-09-03,Bullish,4,True,True,0.2295,0.0372
NZDUSD,2024-09-04,Bullish,4,True,True,0.1923,0.1674
NZDUSD,2024-09-05,Bullish,4,True,True,0.2491,0.0249
NZDUSD,2024-09-10,Bullish,7,False,False,-0.2705,-0.1231
NZDUSD,2024-09-11,Bullish,7,False,False,-0.4287,-0.4409
NZDUSD,2024-09-12,Bullish,7,True,True,0.0799,0.2585
NZDUSD,2024-09-17,Bullish,7,False,False,-0.3215,-0.2968
NZDUSD,2024-09-18,Bullish,7,False,False,-0.0311,-0.335
NZDUSD,2024-09-19,Bullish,7,False,False,-0.6415,-0.4431
NZDUSD,2024-09-23,Bullish,7,True,True,0.2005,0.3136
NZDUSD,2024-09-24,Bullish,7,True,True,0.613,0.6511
NZDUSD,2024-09-25,Bullish,7,False,False,-0.0189,-0.5966
NZDUSD,2024-09-26,Bullish,7,False,True,-0.0883,0.3038
NZDUSD,2024-09-30,Bullish,7,True,True,0.2164,0.21
NZDUSD,2024-10-01,Bullish,7,False,False,-0.208,-0.4651
NZDUSD,2024-10-02,Bullish,7,False,False,-0.2322,-0.2008
NZDUSD,2024-10-03,Bearish,4,False,True,0.1371,-0.0933
NZDUSD,2024-10-07,Bearish,4,False,True,0.043,-0.2389
NZDUSD,2024-10-08,Bearish,4,True,False,-0.0673,0.0429
NZDUSD,2024-10-09,Bearish,4,True,True,-0.1396,-0.2547
NZDUSD,2024-10-10,Bearish,4,False,False,0.0487,0.1278
NZDUSD,2024-10-14,Bearish,4,False,False,0.2683,0.1584
NZDUSD,2024-10-15,Bearish,4,False,True,0.1219,-0.0304
NZDUSD,2024-10-16,Bearish,4,True,True,-0.0546,-0.2302
NZDUSD,2024-10-17,Bearish,4,True,True,-0.1273,-0.1395
NZDUSD,2024-10-21,Bearish,4,False,True,0.1091,-0.3138
NZDUSD,2024-10-23,Bearish,4,True,True,-0.2104,-0.2943
NZDUSD,2024-10-24,Bearish,4,True,True,-0.2587,-0.3666
NZDUSD,2024-10-29,Bearish,4,False,True,0.1979,-0.0778
NZDUSD,2024-10-30,Bearish,4,True,True,-0.2744,-0.316
NZDUSD,2024-10-31,Bearish,4,False,True,0.012,-0.0479
NZDUSD,2024-11-01,Bearish,4,True,True,-0.3986,-0.3452
NZDUSD,2024-11-05,Bearish,4,True,True,-0.03,-0.3228
NZDUSD,2024-11-07,Bearish,4,True,False,-0.0832,0.0178
NZDUSD,2024-11-08,Bullish,6,True,True,0.6693,0.5238
NZDUSD,2024-11-12,Bearish,4,True,True,-0.2145,-0.1609
NZDUSD,2024-11-13,Bearish,4,True,True,-0.0594,-0.4912
NZDUSD,2024-11-14,Bearish,4,True,True,-0.4195,-0.7537
NZDUSD,2024-11-15,Bearish,4,False,False,0.1351,0.1527
NZDUSD,2024-11-19,Bearish,4,False,False,0.3046,0.7295
NZDUSD,2024-11-20,Bearish,4,False,False,0.2005,0.3899
NZDUSD,2024-11-21,Bearish,4,True,True,-0.2288,-0.1233
NZDUSD,2024-11-22,Bearish,4,False,True,0.0941,-0.3395
NZDUSD,2024-11-26,Bearish,4,False,True,0.1406,-0.1226
NZDUSD,2024-11-27,Bearish,4,True,True,-0.3325,-0.4602
NZDUSD,2024-11-28,Bullish,7,True,True,0.2953,0.242
NZDUSD,2024-11-29,Bullish,7,True,True,0.0059,0.0589
NZDUSD,2024-12-03,Bullish,6,False,False,-0.6339,-0.5054
NZDUSD,2024-12-04,Bullish,6,False,False,-0.0707,-0.2059
NZDUSD,2024-12-06,Bullish,6,True,True,0.1881,0.0939
NZDUSD,2024-12-11,Bearish,4,True,True,-0.2209,-0.4119
NZDUSD,2024-12-12,Bearish,4,False,False,0.2026,0.3536
NZDUSD,2024-12-13,Bearish,4,True,True,-0.0232,-0.1158
NZDUSD,2024-12-17,Bearish,4,True,False,-0.0173,0.2371
NZDUSD,2024-12-18,Bearish,4,True,True,-0.0173,-0.0461
NZDUSD,2024-12-19,Bearish,4,False,True,0.1033,-0.2059
NZDUSD,2024-12-20,Bearish,4,False,True,0.017,-0.254
NZDUSD,2024-12-24,Bearish,5,True,True,-0.1579,0.0
NZDUSD,2024-12-25,Bearish,4,False,True,0.0621,-0.0338
NZDUSD,2024-12-27,Bearish,5,True,True,-0.2252,-0.1858
NZDUSD,2024-12-31,Bearish,5,True,True,-0.3612,-0.4511
NZDUSD,2025-01-03,Bearish,5,True,True,-0.1682,-0.2912
NZDUSD,2025-01-07,Bearish,5,True,True,-0.3508,-0.5702
NZDUSD,2025-01-08,Bearish,5,True,True,-0.1758,-0.6433
NZDUSD,2025-01-09,Bearish,5,True,False,-0.0728,0.1796
NZDUSD,2025-01-10,Bearish,5,False,False,0.1457,0.0336
NZDUSD,2025-01-14,Bearish,5,False,False,0.1668,0.1167
NZDUSD,2025-01-15,Bearish,5,True,True,-0.1175,-0.1287
NZDUSD,2025-01-16,Bullish,7,True,True,0.4339,0.0056
NZDUSD,2025-01-17,Bearish,5,True,False,-0.1343,0.2247
NZDUSD,2025-01-21,Bullish,8,True,True,1.1742,0.9052
NZDUSD,2025-01-22,Bullish,7,True,True,0.3726,0.7423
NZDUSD,2025-01-23,Bullish,8,False,False,-0.1191,-0.1417
NZDUSD,2025-01-24,Bullish,8,True,True,0.2212,0.3349
NZDUSD,2025-01-28,Bullish,8,False,False,-0.2333,-0.341
NZDUSD,2025-01-29,Bullish,8,True,True,0.0113,0.0963
NZDUSD,2025-01-30,Bullish,8,False,True,-0.0621,0.0905
NZDUSD,2025-02-04,Bearish,5,False,False,0.0557,0.4303
NZDUSD,2025-02-06,Bullish,8,False,True,-0.0512,0.1652
NZDUSD,2025-02-07,Bullish,8,False,True,-0.0226,0.1758
NZDUSD,2025-02-11,Bullish,6,True,False,0.0057,-0.0678
NZDUSD,2025-02-12,Bullish,8,True,True,0.1527,0.215
NZDUSD,2025-02-13,Bullish,6,False,False,-0.3878,0.0
NZDUSD,2025-02-14,Bullish,8,True,True,0.0451,0.3222
NZDUSD,2025-02-18,Bullish,5,False,False,-0.023,-0.023
NZDUSD,2025-02-19,Bullish,5,False,False,-0.1482,-0.0799
NZDUSD,2025-02-20,Bullish,5,False,False,-0.0057,-0.211
NZDUSD,2025-02-21,Bullish,5,True,True,0.3505,0.5411
NZDUSD,2025-02-25,Bullish,5,False,False,-0.1778,-0.0172
NZDUSD,2025-02-26,Bullish,5,False,False,-0.0057,-0.1315
NZDUSD,2025-02-27,Bullish,5,False,True,-0.0228,0.2227
NZDUSD,2025-02-28,Bearish,5,True,True,-0.5538,-0.6381
NZDUSD,2025-03-04,Bearish,8,False,False,0.3489,0.5016
NZDUSD,2025-03-05,Bearish,8,True,True,-0.3595,-0.2866
NZDUSD,2025-03-06,Bullish,5,True,True,0.5429,0.388
NZDUSD,2025-03-07,Bullish,5,True,True,0.0632,0.1898
NZDUSD,2025-03-11,Bullish,5,False,False,-0.0115,-0.1889
NZDUSD,2025-03-12,Bullish,5,True,True,0.2,0.1428
NZDUSD,2025-03-13,Bullish,5,False,True,-0.1198,0.1889
NZDUSD,2025-03-14,Bearish,8,True,False,-0.1594,0.1484
NZDUSD,2025-03-18,Bullish,5,True,True,0.2029,0.4476
NZDUSD,2025-03-19,Bullish,5,False,False,-0.1163,-0.1627
NZDUSD,2025-03-20,Bullish,5,False,False,-0.0867,-0.0463
NZDUSD,2025-03-25,Bearish,7,True,True,-0.3606,-0.4176
NZDUSD,2025-03-26,Bearish,7,True,True,-0.023,-0.132
NZDUSD,2025-03-27,Bearish,7,True,True,-0.2872,-0.3273
NZDUSD,2025-03-28,Bearish,7,True,False,-0.1033,0.046
NZDUSD,2025-03-31,Bearish,8,True,True,-0.3967,-0.4249
NZDUSD,2025-04-01,Bearish,8,False,False,0.0454,0.4849
NZDUSD,2025-04-02,Bearish,7,False,False,0.0574,0.0172
NZDUSD,2025-04-03,Bullish,3,True,True,0.5254,0.1512
NZDUSD,2025-04-07,Bearish,8,False,True,0.1231,-0.8971
NZDUSD,2025-04-08,Bearish,8,False,True,0.4719,-0.3066
NZDUSD,2025-04-09,Bearish,8,False,False,0.7551,0.178
NZDUSD,2025-04-14,Bullish,5,False,False,-0.2578,-0.1056
NZDUSD,2025-04-15,Bullish,5,True,False,0.2197,-0.1302
NZDUSD,2025-04-16,Bullish,5,False,True,-0.0355,0.2431
NZDUSD,2025-04-21,Bullish,5,False,False,-0.006,-0.168
NZDUSD,2025-04-22,Bullish,5,False,False,-0.1079,-0.1079
NZDUSD,2025-04-23,Bullish,5,False,False,-0.0778,-0.3997
NZDUSD,2025-04-24,Bullish,5,True,True,0.0239,0.0718
NZDUSD,2025-04-28,Bullish,5,True,True,0.1967,0.2445
NZDUSD,2025-04-29,Bullish,5,False,False,-0.2138,-0.202
NZDUSD,2025-04-30,Bullish,5,False,True,-0.2245,0.2136
NZDUSD,2025-05-01,Bullish,5,False,False,-0.1422,-0.5134
NZDUSD,2025-05-06,Bullish,5,True,True,0.2157,0.3962
NZDUSD,2025-05-07,Bearish,7,True,True,-0.03,-0.263
NZDUSD,2025-05-08,Bearish,8,False,True,0.1663,-0.1007
NZDUSD,2025-05-12,Bearish,8,False,True,0.2823,-0.0176
NZDUSD,2025-05-13,Bearish,7,False,False,0.124,0.6829
NZDUSD,2025-05-14,Bearish,8,True,True,-0.279,-0.6094
NZDUSD,2025-05-15,Bearish,8,True,True,-0.0823,-0.0823
NZDUSD,2025-05-19,Bullish,5,False,True,-0.0296,0.2015
NZDUSD,2025-05-20,Bullish,5,False,False,-0.0236,-0.0177
NZDUSD,2025-05-21,Bullish,5,True,True,0.1189,0.4295
NZDUSD,2025-05-22,Bearish,8,False,False,0.0118,0.1004
NZDUSD,2025-05-26,Bullish,5,False,False,-0.0241,-0.1442
NZDUSD,2025-05-27,Bullish,5,True,False,0.0536,-0.1664
NZDUSD,2025-05-28,Bullish,5,False,False,-0.2916,-0.2679
NZDUSD,2025-05-29,Bullish,5,True,True,0.0299,0.1256
NZDUSD,2025-06-02,Bullish,5,False,True,-0.0421,0.2595
NZDUSD,2025-06-03,Bullish,5,True,True,0.012,0.012
NZDUSD,2025-06-04,Bullish,5,True,True,0.0722,0.2835
NZDUSD,2025-06-05,Bullish,5,True,False,0.2669,-0.0726
NZDUSD,2025-06-09,Bullish,5,False,True,-0.2658,0.0242
NZDUSD,2025-06-10,Bullish,5,True,False,0.1151,-0.0907
NZDUSD,2025-06-11,Bullish,5,True,True,0.1753,0.2237
NZDUSD,2025-06-12,Bullish,5,True,True,0.0727,0.2001
NZDUSD,2025-06-16,Bullish,5,True,True,0.4922,0.4494
NZDUSD,2025-06-17,Bearish,5,True,True,-0.0486,-0.3331
NZDUSD,2025-06-18,Bearish,4,False,False,0.1447,0.4414
NZDUSD,2025-06-19,Bearish,5,False,True,0.0359,-0.0537
NZDUSD,2025-06-23,Bearish,5,False,False,0.4378,0.8555
NZDUSD,2025-06-24,Bearish,5,True,True,-0.3427,-0.2888
NZDUSD,2025-06-25,Bullish,5,False,False,-0.1023,-0.0361
NZDUSD,2025-06-26,Bullish,5,True,True,0.1457,0.1517
NZDUSD,2025-06-30,Bullish,5,True,True,0.0425,0.4447
NZDUSD,2025-07-01,Bullish,5,False,False,-0.2562,-0.4505
NZDUSD,2025-07-02,Bullish,5,False,True,-0.3088,0.0547
NZDUSD,2025-07-03,Bullish,5,False,False,-0.0486,-0.091
NZDUSD,2025-07-10,Bullish,5,False,False,-0.4021,-0.0843
NZDUSD,2025-07-14,Bearish,5,True,True,-0.1138,-0.3405
NZDUSD,2025-07-15,Bearish,5,True,True,-0.5373,-0.851
NZDUSD,2025-07-16,Bearish,5,True,True,-0.3673,-0.1128
NZDUSD,2025-07-17,Bearish,5,False,False,0.16,0.2372
NZDUSD,2025-07-22,Bullish,8,True,True,0.3823,0.8582
NZDUSD,2025-07-23,Bullish,8,False,False,-0.0544,-0.0242
NZDUSD,2025-07-24,Bullish,8,True,False,0.0544,-0.0362
NZDUSD,2025-07-28,Bearish,5,True,True,-0.0478,-0.0717
NZDUSD,2025-07-29,Bearish,5,True,True,-0.0893,-0.0715
NZDUSD,2025-07-30,Bearish,5,True,True,-0.5797,-0.6326
NZDUSD,2025-07-31,Bearish,5,True,True,-0.1473,-0.0943
NZDUSD,2025-08-04,Bearish,5,False,True,0.077,-0.2245
NZDUSD,2025-08-05,Bearish,5,False,False,0.0354,0.1416
NZDUSD,2025-08-06,Bearish,5,True,False,-0.0237,0.095
NZDUSD,2025-08-07,Bullish,8,False,False,-0.0774,-0.2259
NZDUSD,2025-08-11,Bearish,5,True,True,-0.1246,-0.1306
NZDUSD,2025-08-13,Bullish,8,False,False,-0.1256,-0.1734
NZDUSD,2025-08-14,Bearish,5,True,True,-0.5152,-0.6094
NZDUSD,2025-08-19,Bearish,5,True,True,-0.0592,-0.4013
NZDUSD,2025-08-20,Bearish,5,True,True,-0.1048,-0.0932
NZDUSD,2025-08-21,Bearish,5,True,True,-0.1339,-0.2153
NZDUSD,2025-08-25,Bearish,5,False,False,0.1762,0.0939
NZDUSD,2025-08-26,Bearish,5,False,False,0.0879,0.2287
NZDUSD,2025-08-27,Bearish,5,False,False,0.175,0.4386
NZDUSD,2025-08-28,Bearish,5,True,False,-0.0822,0.1648
NZDUSD,2025-09-03,Bullish,5,True,True,0.0704,0.3353
NZDUSD,2025-09-04,Bearish,5,True,True,-0.0644,-0.3678
NZDUSD,2025-09-08,Bullish,5,True,True,0.1307,0.1307
NZDUSD,2025-09-09,Bullish,5,False,False,-0.1368,-0.4034
NZDUSD,2025-09-10,Bullish,5,True,True,0.2979,0.2561
NZDUSD,2025-09-11,Bullish,5,True,True,0.4288,0.7227
NZDUSD,2025-09-15,Bullish,5,True,True,0.0477,0.215
NZDUSD,2025-09-16,Bullish,5,True,True,0.0657,0.1196
NZDUSD,2025-09-17,Bullish,5,True,False,0.1676,-0.0657
NZDUSD,2025-09-18,Bullish,4,False,False,-0.3766,-0.4761
NZDUSD,2025-09-22,Bearish,5,False,False,0.0235,0.0293
NZDUSD,2025-09-23,Bearish,5,True,True,-0.1699,-0.1874
NZDUSD,2025-09-24,Bearish,5,True,True,-0.3144,-0.4303
NZDUSD,2025-09-25,Bearish,5,True,True,-0.768,-0.7279
NZDUSD,2025-09-29,Bearish,8,True,False,-0.0463,0.0116
NZDUSD,2025-09-30,Bearish,8,False,False,0.1567,0.0812
NZDUSD,2025-10-01,Bearish,8,False,False,0.309,0.0058
NZDUSD,2025-10-02,Bearish,8,True,True,-0.3313,-0.3371
NZDUSD,2025-10-06,Bullish,5,True,True,0.3912,0.3795
NZDUSD,2025-10-08,Bearish,8,False,False,0.0462,0.052
NZDUSD,2025-10-09,Bearish,8,True,True,-0.2422,-0.6148
NZDUSD,2025-10-13,Bearish,8,True,False,-0.0172,0.0115
NZDUSD,2025-10-14,Bearish,8,False,False,0.2394,0.5719
NZDUSD,2025-10-15,Bearish,8,True,True,-0.1373,-0.1145
NZDUSD,2025-10-16,Bearish,8,True,True,-0.229,-0.1261
NZDUSD,2025-10-20,Bullish,5,True,True,0.1492,0.4027
NZDUSD,2025-10-21,Bullish,5,True,True,0.1031,0.5
NZDUSD,2025-10-22,Bullish,5,True,True,0.046,0.1783
NZDUSD,2025-10-23,Bullish,5,True,True,0.0862,0.1265
NZDUSD,2025-10-28,Bullish,5,False,False,-0.0634,-0.0058
NZDUSD,2025-10-29,Bullish,5,False,True,-0.1384,0.0694
NZDUSD,2025-10-30,Bullish,5,True,True,0.0174,0.2146
NZDUSD,2025-10-31,Bullish,5,False,False,-0.4076,-0.2816
NZDUSD,2025-11-04,Bearish,8,True,True,-0.2623,-0.1713
NZDUSD,2025-11-05,Bearish,8,False,False,0.0283,0.0453
NZDUSD,2025-11-06,Bearish,8,False,False,0.1582,0.3681
NZDUSD,2025-11-07,Bearish,8,True,True,-0.3946,-0.518
NZDUSD,2025-11-11,Bearish,8,True,True,-0.0564,-0.1803
NZDUSD,2025-11-12,Bearish,8,False,False,0.3571,0.1527
NZDUSD,2025-11-13,Bearish,8,False,False,0.0113,0.0623
NZDUSD,2025-11-14,Bearish,8,False,False,0.0454,0.1703
NZDUSD,2025-11-18,Bearish,8,True,False,-0.0227,0.0851
NZDUSD,2025-11-19,Bullish,3,False,False,-0.0849,-0.0849
NZDUSD,2025-11-20,Bearish,8,True,True,-0.1687,-0.5714
NZDUSD,2025-11-21,Bearish,8,False,True,0.3493,-0.3023
NZDUSD,2025-11-25,Bearish,8,True,True,-0.1457,-0.0673
NZDUSD,2025-11-26,Bearish,8,False,False,0.1963,0.2356
NZDUSD,2025-11-27,Bullish,5,True,True,0.159,0.4271
NZDUSD,2025-11-28,Bullish,5,True,True,0.0858,0.1718
NZDUSD,2025-12-02,Bullish,5,True,False,0.023,-0.0402
NZDUSD,2025-12-03,Bullish,5,True,True,0.3097,0.1489
NZDUSD,2025-12-04,Bullish,5,False,True,-0.1321,0.2769
NZDUSD,2025-12-05,Bullish,5,False,True,-0.0173,0.0693
NZDUSD,2025-12-09,Bullish,5,False,False,-0.052,-0.1616
NZDUSD,2025-12-10,Bullish,5,False,True,-0.0116,0.0463
NZDUSD,2025-12-11,Bullish,5,False,True,-0.0463,0.0116
NZDUSD,2025-12-12,Bullish,5,True,True,0.0931,0.0815
NZDUSD,2025-12-16,Bullish,5,True,True,0.0696,0.0058
NZDUSD,2025-12-17,Bullish,5,True,True,0.3077,0.0985
NZDUSD,2025-12-18,Bullish,5,True,True,0.2257,0.0462
NZDUSD,2025-12-19,Bullish,5,True,True,0.2312,0.237
NZDUSD,2025-12-23,Bullish,5,True,True,0.1334,0.145
NZDUSD,2025-12-24,Bullish,5,False,False,-0.2504,-0.1108
NZDUSD,2025-12-30,Bullish,5,True,True,0.1103,0.1394
NZDUSD,2026-01-06,Bearish,8,False,False,0.1038,0.5152
NZDUSD,2026-01-07,Bearish,8,False,True,0.0522,-0.2196
NZDUSD,2026-01-08,Bearish,8,True,True,-0.0058,-0.237
NZDUSD,2026-01-09,Bearish,8,True,False,-0.0172,0.0115
NZDUSD,2026-01-14,Bearish,8,True,True,-0.0807,-0.362
NZDUSD,2026-01-15,Bearish,8,False,False,0.1438,0.138
NZDUSD,2026-01-20,Bullish,5,True,True,0.11,0.197
NZDUSD,2026-01-21,Bullish,5,False,True,-0.0934,0.117
NZDUSD,2026-01-22,Bullish,5,True,False,0.1641,-0.0409
NZDUSD,2026-01-23,Bullish,5,True,True,0.2061,0.4605
NZDUSD,2026-01-27,Bullish,5,True,True,0.2695,0.2935
NZDUSD,2026-01-28,Bullish,5,True,True,0.3001,0.5778
NZDUSD,2026-01-29,Bullish,5,True,False,0.0604,-0.006
NZDUSD,2026-01-30,Bullish,5,True,False,0.2248,-0.1392
NZDUSD,2026-02-03,Bullish,5,False,False,-0.1382,-0.1502
NZDUSD,2026-02-04,Bullish,5,True,True,0.0483,0.351
NZDUSD,2026-02-05,Bullish,5,False,False,-0.1263,-0.3421
NZDUSD,2026-02-06,Bullish,5,False,False,-0.0898,-0.03
NZDUSD,2026-02-10,Bullish,5,True,True,0.4418,0.3932
NZDUSD,2026-02-11,Bullish,5,True,False,0.206,-0.0121
NZDUSD,2026-02-12,Bullish,5,False,False,-0.0969,-0.0969
NZDUSD,2026-02-13,Bullish,5,False,False,-0.2364,-0.4777
NZDUSD,2026-02-17,Bullish,5,False,False,-0.0664,-0.169
NZDUSD,2026-02-18,Bullish,5,False,False,-0.3431,-0.1869
NZDUSD,2026-02-19,Bearish,5,True,True,-0.3592,-0.3592
NZDUSD,2026-02-20,Bearish,5,True,True,-0.268,-0.0358
NZDUSD,2026-02-24,Bearish,5,False,True,0.1255,-0.0119
NZDUSD,2026-02-25,Bearish,5,True,False,-0.0476,0.2748
NZDUSD,2026-02-26,Bullish,5,True,True,0.2332,0.4734
NZDUSD,2026-02-27,Bearish,5,True,True,-0.0359,-0.1792
NZDUSD,2026-03-03,Bearish,5,True,True,-0.22,-0.4864
NZDUSD,2026-03-04,Bearish,5,True,True,-0.4573,-0.0353
NZDUSD,2026-03-05,Bearish,5,True,False,-0.0532,0.3323
NZDUSD,2026-03-06,Bearish,5,True,True,-0.1656,-0.5538
NZDUSD,2026-03-12,Bearish,5,True,True,-0.0889,-0.396
NZDUSD,2026-03-13,Bearish,5,True,True,-0.5289,-0.669
NZDUSD,2026-03-17,Bearish,5,False,False,0.3281,0.1228
NZDUSD,2026-03-18,Bearish,5,False,False,0.381,0.3398
NZDUSD,2026-03-19,Bearish,5,True,True,-0.4491,-0.3212
NZDUSD,2026-03-20,Bearish,5,False,False,0.2976,0.2508
NZDUSD,2026-03-24,Bearish,5,False,False,1.5235,1.2624
NZDUSD,2026-03-25,Bearish,5,True,True,-0.2096,-0.2618
NZDUSD,2026-03-26,Bearish,5,True,True,-0.2208,-0.1279
NZDUSD,2026-03-27,Bearish,5,False,True,0.0463,-0.1618
NZDUSD,2026-03-30,Bearish,5,True,True,-0.1771,-0.1143
NZDUSD,2026-03-31,Bearish,5,False,False,0.5276,0.0799
NZDUSD,2026-04-01,Bearish,5,True,False,-0.0461,0.0289
NZDUSD,2026-04-02,Bearish,5,False,False,0.2861,0.378
NZDUSD,2026-04-06,Bearish,5,False,True,0.0114,-0.04
NZDUSD,2026-04-07,Bullish,5,False,False,-0.0741,-0.0342
NZDUSD,2026-04-08,Bullish,4,True,True,0.3212,0.2744
NZDUSD,2026-04-09,Bullish,4,True,True,0.2338,0.6457
NZDUSD,2026-04-13,Bullish,4,True,True,0.0409,0.1227
NZDUSD,2026-04-14,Bullish,4,True,True,0.2364,0.2009
NZDUSD,2026-04-15,Bullish,4,False,True,-0.0767,0.13
NZDUSD,2026-04-16,Bullish,4,False,True,-0.0648,0.0707
NZDUSD,2026-04-20,Bullish,4,True,True,0.165,0.1827
NZDUSD,2026-04-21,Bullish,4,True,False,0.1894,-0.0295
NZDUSD,2026-04-22,Bullish,4,True,False,0.0888,-0.0414
NZDUSD,2026-04-23,Bearish,4,True,False,-0.0294,0.0706
USDCAD,2024-04-30,Bullish,8,True,True,0.4867,0.4633
USDCAD,2024-05-01,Bearish,3,True,True,-0.0741,-0.0559
USDCAD,2024-05-02,Bearish,5,True,True,-0.0503,-0.1953
USDCAD,2024-05-06,Bearish,5,True,True,-0.158,-0.1294
USDCAD,2024-05-07,Bullish,8,True,True,0.0526,0.2376
USDCAD,2024-05-08,Bullish,8,False,False,-0.0509,-0.2051
USDCAD,2024-05-09,Bearish,5,True,True,-0.2047,-0.247
USDCAD,2024-05-13,Bearish,5,True,True,-0.1038,-0.011
USDCAD,2024-05-14,Bearish,5,True,True,-0.2575,-0.1266
USDCAD,2024-05-15,Bearish,5,False,True,0.11,-0.1423
USDCAD,2024-05-16,Bearish,5,False,True,0.0594,-0.1908
USDCAD,2024-05-20,Bearish,5,True,True,-0.058,-0.0624
USDCAD,2024-05-21,Bearish,5,False,False,0.2458,0.1181
USDCAD,2024-05-22,Bullish,8,True,True,0.0967,0.1077
USDCAD,2024-05-23,Bullish,8,True,True,0.1061,0.2041
USDCAD,2024-05-27,Bearish,5,True,True,-0.1296,-0.1458
USDCAD,2024-05-28,Bearish,5,False,False,0.0998,0.0279
USDCAD,2024-05-29,Bullish,8,True,True,0.1603,0.2627
USDCAD,2024-05-30,Bullish,8,False,False,-0.2085,-0.3216
USDCAD,2024-06-03,Bearish,5,True,True,-0.1962,-0.2167
USDCAD,2024-06-05,Bullish,8,True,True,0.1747,0.1871
USDCAD,2024-06-10,Bullish,8,False,False,-0.0131,-0.1495
USDCAD,2024-06-11,Bullish,8,True,False,0.0908,-0.0298
USDCAD,2024-06-12,Bullish,8,False,False,-0.475,-0.4037
USDCAD,2024-06-13,Bullish,8,False,True,-0.0255,0.0065
USDCAD,2024-06-17,Bullish,8,True,True,0.0255,0.0859
USDCAD,2024-06-18,Bullish,8,False,False,-0.216,-0.1797
USDCAD,2024-06-19,Bullish,8,False,False,-0.0438,-0.0109
USDCAD,2024-06-20,Bearish,5,True,True,-0.1189,-0.0649
USDCAD,2024-06-24,Bearish,5,True,True,-0.0571,-0.1097
USDCAD,2024-06-25,Bearish,5,True,True,-0.0198,-0.0073
USDCAD,2024-06-27,Bearish,5,False,False,0.0095,0.0753
USDCAD,2024-07-01,Bullish,8,True,True,0.0679,0.4062
USDCAD,2024-07-02,Bearish,5,True,True,-0.2672,-0.2949
USDCAD,2024-07-03,Bearish,5,True,True,-0.2237,-0.3926
USDCAD,2024-07-04,Bearish,5,True,True,-0.1043,-0.1116
USDCAD,2024-07-08,Bearish,5,True,True,-0.0931,-0.0264
USDCAD,2024-07-09,Bearish,5,False,True,0.0044,-0.0213
USDCAD,2024-07-10,Bearish,5,True,True,-0.0616,-0.1673
USDCAD,2024-07-11,Bearish,5,True,True,-0.286,-0.1225
USDCAD,2024-07-18,Bullish,7,True,True,0.0643,0.1404
USDCAD,2024-07-22,Bullish,7,True,True,0.1608,0.104
USDCAD,2024-07-23,Bullish,7,True,True,0.0494,0.0407
USDCAD,2024-07-24,Bullish,7,True,False,0.0522,-0.0261
USDCAD,2024-07-25,Bullish,7,False,False,-0.1641,-0.1857
USDCAD,2024-07-29,Bullish,7,True,True,0.0687,0.1164
USDCAD,2024-07-30,Bullish,7,True,True,0.0289,0.0123
USDCAD,2024-07-31,Bullish,7,False,False,-0.1814,-0.2276
USDCAD,2024-08-01,Bullish,7,False,True,-0.1606,0.1664
USDCAD,2024-08-05,Bearish,3,True,True,-0.2339,-0.2469
USDCAD,2024-08-06,Bearish,4,True,True,-0.203,-0.3468
USDCAD,2024-08-07,Bearish,4,True,True,-0.0291,-0.1055
USDCAD,2024-08-08,Bearish,4,False,True,0.0175,-0.0466
USDCAD,2024-08-12,Bearish,4,False,False,0.1327,0.1516
