symbol,asset_class,date,daily_bias,weekly_bias,htf_aligned,structure,premium_disc,pd_correct,has_ob,has_fvg,dol_kind,has_eql,confidence,correct
EURUSD,forex,2024-04-29,Bearish,Bearish,True,LH+LL,Discount,False,True,True,SSL,True,8,True
EURUSD,forex,2024-04-30,Bearish,Bearish,True,LH+LL,Discount,False,True,True,SSL,True,8,True
EURUSD,forex,2024-05-01,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,False
EURUSD,forex,2024-05-02,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,True
EURUSD,forex,2024-05-06,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,False
EURUSD,forex,2024-05-07,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,False
EURUSD,forex,2024-05-09,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,False
EURUSD,forex,2024-05-13,Bearish,Bearish,True,LH+LL,Premium,True,True,True,SSL,True,10,False
EURUSD,forex,2024-05-14,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2024-05-15,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2024-05-16,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2024-06-06,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,True
EURUSD,forex,2024-06-10,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-06-11,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-12,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-06-13,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-17,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-06-18,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-06-19,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-20,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-24,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-06-25,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-26,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2024-06-27,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2024-07-22,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-07-23,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-07-24,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-07-25,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-07-29,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2024-07-30,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2024-08-28,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-08-29,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-09-02,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-03,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,True
EURUSD,forex,2024-09-04,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-05,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,True
EURUSD,forex,2024-09-09,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-09-10,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-09-11,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-09-12,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-09-16,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-17,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-09-18,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-19,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-09-23,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,True
EURUSD,forex,2024-09-24,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-25,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2024-09-26,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2024-09-30,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2024-10-01,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-02,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-03,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-07,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-10-08,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-09,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-10,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-14,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-15,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-10-16,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-17,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-22,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-23,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-24,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-10-29,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-10-30,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-10-31,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-11-01,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-11-05,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-11-06,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-11-07,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-11-08,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2024-11-12,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2024-11-14,Bullish,Bullish,True,HH+HL,Discount,True,False,False,BSL,True,8,False
EURUSD,forex,2024-11-15,Bullish,Bullish,True,HH+HL,Discount,True,False,False,BSL,True,8,True
EURUSD,forex,2024-11-26,Bearish,Bullish,False,LH+LL,Discount,False,False,True,None,True,4,False
EURUSD,forex,2024-11-27,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2024-11-28,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2024-11-29,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2024-12-03,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2024-12-04,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2024-12-05,Bearish,Bullish,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-06,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2024-12-10,Bearish,Bullish,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2024-12-11,Bearish,Bullish,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-12,Bearish,Bullish,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-13,Bearish,Bullish,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2024-12-17,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-18,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2024-12-19,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-20,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-24,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2024-12-25,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2024-12-27,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2024-12-31,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2025-01-03,Bearish,Neutral,False,LH+LL,Discount,False,False,True,None,True,4,True
EURUSD,forex,2025-01-07,Bearish,Neutral,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2025-01-08,Bearish,Neutral,False,LH+LL,Equilibrium,False,False,True,SSL,True,5,True
EURUSD,forex,2025-01-09,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,True
EURUSD,forex,2025-01-10,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2025-01-14,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2025-01-15,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2025-01-16,Bearish,Neutral,False,LH+LL,Discount,False,False,True,SSL,True,4,False
EURUSD,forex,2025-01-17,Bearish,Neutral,False,LH+LL,Equilibrium,False,False,True,SSL,True,5,True
EURUSD,forex,2025-01-21,Bearish,Neutral,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2025-01-22,Bearish,Neutral,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2025-01-23,Bearish,Neutral,False,LH+LL,Premium,True,False,True,SSL,True,6,True
EURUSD,forex,2025-01-24,Bearish,Neutral,False,LH+LL,Premium,True,False,True,SSL,True,6,False
EURUSD,forex,2025-01-28,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-01-29,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-01-30,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-01-31,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-02-04,Bearish,Bearish,True,LH+LL,Discount,False,False,True,SSL,True,7,True
EURUSD,forex,2025-02-05,Bearish,Bearish,True,LH+LL,Equilibrium,False,False,True,SSL,True,8,False
EURUSD,forex,2025-02-06,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-02-07,Bearish,Bearish,True,LH+LL,Equilibrium,False,False,True,SSL,True,8,False
EURUSD,forex,2025-02-11,Bearish,Bearish,True,LH+LL,Discount,False,False,True,SSL,True,7,True
EURUSD,forex,2025-02-12,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-02-13,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-02-14,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-02-18,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-02-19,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,True
EURUSD,forex,2025-02-20,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-02-21,Bearish,Bearish,True,LH+LL,Premium,True,False,True,SSL,True,9,False
EURUSD,forex,2025-02-27,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-02-28,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2025-03-04,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,True
EURUSD,forex,2025-03-05,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-03-06,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,True
EURUSD,forex,2025-03-07,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,True
EURUSD,forex,2025-03-11,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-03-12,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,True
EURUSD,forex,2025-03-13,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-03-14,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-03-18,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-19,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-03-20,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-21,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-25,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-26,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-27,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,False
EURUSD,forex,2025-03-31,Bullish,Bearish,False,HH+HL,Discount,True,True,True,BSL,True,7,False
EURUSD,forex,2025-04-01,Bullish,Bearish,False,HH+HL,Discount,True,True,True,BSL,True,7,False
EURUSD,forex,2025-04-02,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,True
EURUSD,forex,2025-04-03,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,True
EURUSD,forex,2025-04-07,Bullish,Bearish,False,HH+HL,Discount,True,True,True,BSL,True,7,False
EURUSD,forex,2025-04-08,Bullish,Bearish,False,HH+HL,Premium,False,True,True,BSL,True,5,True
EURUSD,forex,2025-04-09,Bullish,Bearish,False,HH+HL,Equilibrium,False,True,True,BSL,True,6,True
EURUSD,forex,2025-04-10,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,True
EURUSD,forex,2025-04-14,Bullish,Bearish,False,HH+HL,Premium,False,True,True,None,True,5,False
EURUSD,forex,2025-04-15,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-04-16,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,True
EURUSD,forex,2025-04-21,Bullish,Bearish,False,HH+HL,Premium,False,False,True,None,True,4,False
EURUSD,forex,2025-04-22,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-04-23,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-04-24,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-04-28,Bullish,Bearish,False,HH+HL,Premium,False,False,True,BSL,True,4,True
EURUSD,forex,2025-04-29,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-04-30,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-01,Bullish,Bearish,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2025-05-05,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-06,Bullish,Neutral,False,HH+HL,Equilibrium,False,False,True,BSL,True,5,True
EURUSD,forex,2025-05-07,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-08,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-12,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-13,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-14,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,False
EURUSD,forex,2025-05-15,Bullish,Neutral,False,HH+HL,Discount,True,False,True,BSL,True,6,True
EURUSD,forex,2025-05-19,Bullish,Neutral,False,HH+HL,Equilibrium,False,False,True,BSL,True,5,False
EURUSD,forex,2025-05-21,Bullish,Neutral,False,HH+HL,Premium,False,False,True,BSL,True,4,True
EURUSD,forex,2025-05-22,Bullish,Neutral,False,HH+HL,Premium,False,False,True,BSL,True,4,False
EURUSD,forex,2025-05-26,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-05-27,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-02,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-03,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-06-04,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-05,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-09,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-06-10,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-11,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-12,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,False
EURUSD,forex,2025-06-16,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-17,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-06-18,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-06-19,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-23,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-06-24,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-06-25,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,False
EURUSD,forex,2025-06-26,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,True
EURUSD,forex,2025-06-30,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,False
EURUSD,forex,2025-07-01,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,False
EURUSD,forex,2025-07-02,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,False
EURUSD,forex,2025-07-03,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-07-07,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-08,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-07-09,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-10,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-07-14,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-07-15,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-07-16,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2025-07-17,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-07-21,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-22,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-23,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-24,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-07-28,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-07-29,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-07-30,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-07-31,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-08-04,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-08-05,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2025-08-06,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-08-07,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-11,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-12,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-08-13,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-14,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-18,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-19,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-20,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-08-21,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-08-25,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-01,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-09-02,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-09-03,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,True
EURUSD,forex,2025-09-04,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2025-09-08,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-09,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-09-10,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-11,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-15,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-16,Bullish,Bullish,True,HH+HL,Premium,False,False,True,None,True,7,True
EURUSD,forex,2025-09-17,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-18,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,False
EURUSD,forex,2025-09-22,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-23,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-09-24,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-09-25,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-09-29,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-09-30,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-01,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-02,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-06,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-07,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-08,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-09,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-13,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-14,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-15,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-16,Bullish,Bullish,True,HH+HL,Premium,False,False,True,BSL,True,7,True
EURUSD,forex,2025-10-20,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-21,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-10-22,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-23,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,True
EURUSD,forex,2025-10-28,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2025-10-29,Bullish,Bullish,True,HH+HL,Equilibrium,False,False,True,BSL,True,8,False
EURUSD,forex,2025-10-30,Bullish,Bullish,True,HH+HL,Discount,True,False,True,BSL,True,9,False
EURUSD,forex,2025-11-11,Bearish,Bullish,False,LH+LL,Discount,False,False,True,SSL,True,4,True
